URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/observation-interpretation,4.0.1,active,"2.16.840.1.113883.4.642.3.399",ObservationInterpretationCodes,Observation Interpretation Codes,"A categorical assessment, providing a rough qualitative interpretation of the observation value,    such as “normal”/ “abnormal”,”low” / “high”, “better” / “worse”, “susceptible” / “resistant”, “expected”/ “not expected”.    The value set is intended to be for ANY use where coded representation of an interpretation is needed.             Notes:          This is being communicated in v2.x in OBX-8 (Observation Interpretation), in v3 in ObservationInterpretation (CWE) in R1 (Representative Realm) and in FHIR in    Observation.interpretation. Historically these values come from the laboratory domain, and these codes are extensively    used. The value set binding is extensible, so codes outside the value set that are needed for interpretation concepts    (i.e. particular meanings) that are not included in the value set can be used, and these new codes may also be added to    the value set and published in a future version.","StructureDefinition/cibmtr-vital-signs-height,StructureDefinition/cibmtr-vital-signs,StructureDefinition/cibmtr-cytogenetics,StructureDefinition/cibmtr-vital-signs-weight,StructureDefinition/cibmtr-observation-lab,StructureDefinition/cibmtr-obs-priority-variables","THO (V3)"
http://hl7.org/fhir/ValueSet/observation-methods,4.0.1,draft,"2.16.840.1.113883.4.642.3.395",ObservationMethods,Observation Methods,"Observation Method codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 272394005 (Technique (qualifier value)) or is-a 129264002 (Action (qualifier value)) or is-a 386053000 (Evaluation procedure(procedure))","StructureDefinition/cibmtr-vital-signs-height,StructureDefinition/cibmtr-vital-signs,StructureDefinition/cibmtr-vital-signs-weight,StructureDefinition/cibmtr-observation-lab,StructureDefinition/cibmtr-obs-priority-variables","SCT"
http://hl7.org/fhir/ValueSet/observation-status,4.0.1,active,"2.16.840.1.113883.4.642.3.400",ObservationStatus,ObservationStatus,"Codes providing the status of an observation.","StructureDefinition/cibmtr-vital-signs-height,StructureDefinition/cibmtr-vital-signs,StructureDefinition/cibmtr-cytogenetics,StructureDefinition/cibmtr-vital-signs-weight,StructureDefinition/cibmtr-observation-lab,StructureDefinition/cibmtr-obs-priority-variables","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/patient-contactrelationship,4.0.1,active,"2.16.840.1.113883.4.642.3.1130",PatientContactRelationship,Patient Contact Relationship ,"The nature of the relationship between the patient and the contact person.","StructureDefinition/cibmtr-patient","THO (V2)"
http://hl7.org/fhir/ValueSet/performer-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.433",ProcedurePerformerRoleCodes,Procedure Performer Role Codes,"This example value set defines the set of codes that can be used to indicate a role of a procedure performer.","StructureDefinition/cibmtr-medication-request,StructureDefinition/cibmtr-medications","SCT"
http://hl7.org/fhir/ValueSet/quantity-comparator,4.0.1,active,"2.16.840.1.113883.4.642.3.59",QuantityComparator,QuantityComparator,"How the Quantity should be understood and represented.","StructureDefinition/cibmtr-vital-signs-height,StructureDefinition/cibmtr-cytogenetics,StructureDefinition/cibmtr-vital-signs-weight","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/referencerange-appliesto,4.0.1,draft,"2.16.840.1.113883.4.642.3.407",ObservationReferenceRangeAppliesToCodes,Observation Reference Range Applies To Codes,"This value set defines a set of codes that can be used to indicate the particular target population the reference range applies to.","StructureDefinition/cibmtr-vital-signs-height,StructureDefinition/cibmtr-vital-signs,StructureDefinition/cibmtr-cytogenetics,StructureDefinition/cibmtr-vital-signs-weight,StructureDefinition/cibmtr-observation-lab,StructureDefinition/cibmtr-obs-priority-variables","SCT"
http://hl7.org/fhir/ValueSet/referencerange-meaning,4.0.1,draft,"2.16.840.1.113883.4.642.3.397",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","StructureDefinition/cibmtr-vital-signs-height,StructureDefinition/cibmtr-vital-signs,StructureDefinition/cibmtr-cytogenetics,StructureDefinition/cibmtr-vital-signs-weight,StructureDefinition/cibmtr-observation-lab,StructureDefinition/cibmtr-obs-priority-variables","THO"
http://hl7.org/fhir/ValueSet/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.3.115",RequestPriority,Request priority,"The clinical priority of a diagnostic order.","StructureDefinition/cibmtr-medication-request,StructureDefinition/cibmtr-medications","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/route-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.98",SNOMEDCTRouteCodes,SNOMED CT Route Codes,"This value set includes all Route codes from SNOMED CT - provided as an exemplar.","StructureDefinition/cibmtr-medication-request,StructureDefinition/cibmtr-medication-administration,StructureDefinition/cibmtr-medications","SCT"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/cibmtr-medication-request,StructureDefinition/cibmtr-vital-signs-height,StructureDefinition/cibmtr-vital-signs,StructureDefinition/cibmtr-gvhd-prophylaxis-medication,StructureDefinition/cibmtr-medication-administration,StructureDefinition/cibmtr-medication,StructureDefinition/cibmtr-medications,StructureDefinition/cibmtr-additional-peri-transplant-medication,StructureDefinition/cibmtr-prior-exposure-medication,StructureDefinition/cibmtr-mobilizing-agent-medication,StructureDefinition/cibmtr-patient,StructureDefinition/cibmtr-cytogenetics,StructureDefinition/cibmtr-vital-signs-weight,StructureDefinition/cibmtr-observation-lab,StructureDefinition/cibmtr-prep-regimen-medication,StructureDefinition/cibmtr-post-hct-disease-therapy-planned-medication,StructureDefinition/cibmtr-obs-priority-variables",
http://hl7.org/fhir/ValueSet/ucum-bodylength,4.0.1,draft,"2.16.840.1.113883.4.642.3.958",BodyLengthUnits,Body Length Units,"UCUM units for recording body length measures such as height and head circumference","StructureDefinition/cibmtr-vital-signs-height","UCUM"
http://hl7.org/fhir/ValueSet/ucum-bodyweight,4.0.1,draft,"2.16.840.1.113883.4.642.3.956",BodyWeightUnits,Body Weight Units,"UCUM units for recording Body Weight","StructureDefinition/cibmtr-vital-signs-weight","UCUM"
http://hl7.org/fhir/ValueSet/ucum-common,4.0.1,draft,,Common UCUM units,,"Commonly encountered UCUM units (for purposes of helping populate look ups.","StructureDefinition/cibmtr-medication-request,StructureDefinition/cibmtr-medications","UCUM"
http://hl7.org/fhir/ValueSet/ucum-vitals-common,4.0.1,draft,"2.16.840.1.113883.4.642.3.955",VitalSignsUnits,Vital Signs Units,"Common UCUM units for recording Vital Signs","StructureDefinition/cibmtr-vital-signs-height,StructureDefinition/cibmtr-vital-signs,StructureDefinition/cibmtr-vital-signs-weight","UCUM"
http://hl7.org/fhir/us/core/ValueSet/us-core-clinical-result-observation-category,9.0.0,active,"2.16.840.1.113883.4.642.40.2.48.2",USCoreClinicalResultObservationCategory,US Core Clinical Result Observation Category,"Used to classify the context of clinical result observations.","StructureDefinition/cibmtr-observation-lab,StructureDefinition/cibmtr-obs-priority-variables","THO"
http://hl7.org/fhir/us/core/ValueSet/us-core-laboratory-test-codes,9.0.0,active,"2.16.840.1.113883.4.642.40.2.48.18",USCoreLaboratoryTestCodes,US Core Laboratory Test Codes,"Laboratory LOINC codes: From the introduction to August 2022 LOINC Users' guide; ""The current scope of the existing laboratory portion of the LOINC  database includes all observations reported by clinical laboratories, including the specialty areas: chemistry, including therapeutic drug monitoring and toxicology; hematology; serology; blood bank; microbiology; cytology; surgical pathology; and fertility.","StructureDefinition/cibmtr-observation-lab,StructureDefinition/cibmtr-obs-priority-variables","LOINC"
http://hl7.org/fhir/us/mcode/ValueSet/mcode-cancer-disorder-vs,4.0.0,active,"2.16.840.1.113883.4.642.40.15.48.17",CancerDisorderVS,Cancer Disorder Value Set,"A broad cancer-related value set containing both primary and secondary tumor types, with codes from ICD-10 and SNOMED CT, including both diagnosis and histology/morphology/behavior codes. ICD-O-3 morphology codes may also be used and are considered conformant to the specification. For SNOMED, the value set includes all codes descending from 363346000 'Malignant neoplastic disease (disorder)' and 108369006 'Neoplasm (morphologic abnormality)'.","StructureDefinition/cibmtr-medication-request,StructureDefinition/cibmtr-medication-administration,StructureDefinition/cibmtr-medications",
http://hl7.org/fhir/us/mcode/ValueSet/mcode-treatment-termination-reason-vs,4.0.0,active,"2.16.840.1.113883.4.642.40.15.48.91",TreatmentTerminationReasonVS,Treatment Termination Reason Value Set,"Values used to describe the reasons for stopping a treatment or episode of care. Includes code for 'treatment completed' as well as codes for unplanned (early) stoppage. Applies to medications and other treatments that take place over a period of time, such as radiation treatments.","StructureDefinition/cibmtr-medication-request,StructureDefinition/cibmtr-medication-administration,StructureDefinition/cibmtr-medications","SCT"
http://hl7.org/fhir/uv/genomics-reporting/ValueSet/dna-change-type-vs,2.0.0,active,,DNAChangeTypeVS,DNA Change Type,"DNA Change Type of a variant.","StructureDefinition/cibmtr-cytogenetics","Other"
http://hl7.org/fhir/uv/genomics-reporting/ValueSet/hgnc-vs,2.0.0,active,,HGNCVS,HUGO Gene Nomenclature Committee Gene Names (HGNC),"This value set includes all HGNC Codes, which includes multiple code systems. In this guide, Gene IDs from HGNC are used as CodeableConcepts, which must be sent with the HGNC gene ID including the prefix 'HGNC:' as the code and the HGNC 'gene symbol' as display. CAUTION: HGNC also indexes gene groups by numeric ID (without a prefix), and older systems may send HGNC gene IDs without the prefix, so care must be taken to confirm alignment. We have separately included the genegroup code system to draw attention to this ambiguity and potential error.","StructureDefinition/cibmtr-cytogenetics","hl7.terminology.r4,Other"
http://hl7.org/fhir/uv/genomics-reporting/ValueSet/hgvs-vs,2.0.0,active,,HGVSVS,Human Genome Variation Society (HGVS) Nomenclature,"HGVS-nomenclature is used to report and exchange information regarding variants found in DNA, RNA and protein sequences and serves as an international standard. (source: varnomen.hgvs.org)","StructureDefinition/cibmtr-cytogenetics","hl7.terminology.r4"
http://hl7.org/fhir/uv/genomics-reporting/ValueSet/molecular-consequence-vs,2.0.0,active,,MolecularConsequenceVS,Molecular Consequence,"The calculated or observed effect of a variant on its downstream transcript and, if applicable, ensuing protein sequence.","StructureDefinition/cibmtr-cytogenetics","Other"
http://hl7.org/fhir/uv/genomics-reporting/ValueSet/variant-confidence-status-vs,2.0.0,active,,VariantConfidenceStatusVS,Variant Confidence Status,"A code that classifies the confidence for calling this variant.","StructureDefinition/cibmtr-cytogenetics","hl7.fhir.uv.genomics-reporting"
http://hl7.org/fhir/uv/genomics-reporting/ValueSet/variant-inheritance-vs,2.0.0,active,,VariantInheritanceVS,Variant Inheritances,"By which parent the variant was inherited in the patient, if known.","StructureDefinition/cibmtr-cytogenetics","LOINC"
http://loinc.org/vs/LL1040-6,null,active,,LOINCAnswersLL1040-6,LOINC Answer Codes for LL1040-6,"","StructureDefinition/cibmtr-cytogenetics","LOINC"
http://loinc.org/vs/LL1971-2,null,active,,LOINCAnswersLL1971-2,LOINC Answer Codes for LL1971-2,"","StructureDefinition/cibmtr-cytogenetics","LOINC"
http://loinc.org/vs/LL2938-0,null,active,,LOINCAnswersLL2938-0,LOINC Answer Codes for LL2938-0,"","StructureDefinition/cibmtr-cytogenetics","LOINC"
http://loinc.org/vs/LL378-1,null,active,,LOINCAnswersLL378-1,LOINC Answer Codes for LL378-1,"","StructureDefinition/cibmtr-cytogenetics","LOINC"
http://loinc.org/vs/LL380-7,null,active,,LOINCAnswersLL380-7,LOINC Answer Codes for LL380-7,"","StructureDefinition/cibmtr-cytogenetics","LOINC"
http://loinc.org/vs/LL381-5,null,active,,LOINCAnswersLL381-5,LOINC Answer Codes for LL381-5,"","StructureDefinition/cibmtr-cytogenetics","LOINC"
http://loinc.org/vs/LL4048-6,null,active,,LOINCAnswersLL4048-6,LOINC Answer Codes for LL4048-6,"","StructureDefinition/cibmtr-cytogenetics","LOINC"
http://loinc.org/vs/LL5323-2,null,active,,LOINCAnswersLL5323-2,LOINC Answer Codes for LL5323-2,"","StructureDefinition/cibmtr-cytogenetics","LOINC"
http://terminology.hl7.org/ValueSet/Languages,1.0.0,active,,Languages,Languages,"This value set defines a set of codes for the representation of the names of languages. It uses the list of ISO 639-2 concepts using the ISO 639-1 2-digit code for a concept where possible and the 3-digit terminological code where there is no  2-digit code.","StructureDefinition/cibmtr-patient","hl7.fhir.uv.xver-r5.r4"
http://terminology.hl7.org/ValueSet/USPS-State,2.0.0,active,"2.16.840.1.113883.3.88.12.80",UspsTwoLetterAlphabeticCodes,USPS Two Letter Alphabetic Codes,"This value set defines two letter USPS alphabetic codes.","StructureDefinition/cibmtr-patient","hl7.terminology.r4"
http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdminSubstitutionCode,3.0.0,active,"2.16.840.1.113883.1.11.16621",ActSubstanceAdminSubstitutionCode,ActSubstanceAdminSubstitutionCode,"***No description***","StructureDefinition/cibmtr-medication-request,StructureDefinition/cibmtr-medications","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-SubstanceAdminSubstitutionReason,3.0.0,active,"2.16.840.1.113883.1.11.19377",SubstanceAdminSubstitutionReason,SubstanceAdminSubstitutionReason,"***No description***","StructureDefinition/cibmtr-medication-request,StructureDefinition/cibmtr-medications","THO (V3)"
https://termservices.nmdp.org/atlas/#/conceptset/136/expression,0.1.12,draft,,CIBMTRAncestryValueset,CIBMTR Ancestry ValueSet,"A value set for CIBMTR ancestry information.",,"Internal"
